,SL NO,NEWSPAPER NAME,LANGUAGE,PERIODICITY,PUBLICATION CITY,COMMITMENT AMOUNT,Unnamed: 0,Unnamed: 1
3,5642.0,VIKAS KUNJ,HINDI,WEEKLY,MEERUT,0,"5,616","3,507"
4,5643.0,VIRUDH BULLETIN,HINDI,WEEKLY,MEERUT,0,"7,786","4,865"
5,5644.0,VISHWA MANDAL,HINDI,MONTHLY,MEERUT,0,"10,422","6,514"
6,5645.0,WAROOD,HINDI,WEEKLY,MEERUT,0,"7,786","4,865"
7,5646.0,YUVA REPORTER,HINDI,DAILY(M),MEERUT,0,"102,329","15,900"
8,5647.0,YUVA REPORTER,HINDI,WEEKLY,MEERUT,0,"7,786","4,865"
9,5648.0,AWADH DWAR SAMACHAR,HINDI,DAILY(M),MIRZAPUR,"737,449","661,178","186,323"
10,5649.0,CHOICE TIMES,HINDI,DAILY(M),MIRZAPUR,"57,598","481,835","156,558"
11,5650.0,JAG PRAKASH,HINDI,DAILY(M),MIRZAPUR,"201,524","514,132","64,473"
12,5651.0,JANESHWAR TIMES,HINDI,DAILY(M),MIRZAPUR,0,"96,730","6,143"
13,5652.0,KAUMI MANZIL,URDU,DAILY(M),MIRZAPUR,"387,573","528,580","125,840"
14,5653.0,KAUMI MUKAM,URDU,DAILY(M),MIRZAPUR,"327,655","1,251,369","175,671"
15,5654.0,MIRZAPUR TIMES,HINDI,DAILY(M),MIRZAPUR,"57,899","34,472","4,541"
16,5655.0,MIRZAPUR TIMES,HINDI,WEEKLY,MIRZAPUR,0,"7,786","4,865"
17,5656.0,MOTHER,URDU,DAILY(M),MIRZAPUR,"33,304","15,360","13,801"
18,5657.0,MOTHER,HINDI,DAILY(M),MIRZAPUR,"91,435","20,458","4,541"
19,5658.0,QAUMI MOHAZ,URDU,DAILY(M),MIRZAPUR,"207,796","449,008","66,468"
20,5659.0,SAMASYA DARPAN,URDU,DAILY(M),MIRZAPUR,"4,816","19,181","13,801"
21,5660.0,SAMASYA DARPAN,HINDI,WEEKLY,MIRZAPUR,0,"7,786","4,865"
22,5661.0,VINDHYA MANDAL,HINDI,WEEKLY,MIRZAPUR,0,"5,616","3,507"
23,5662.0,DEEKSHA YUG,HINDI,WEEKLY,MODI NAGAR,0,"7,786","4,865"
24,5663.0,DRISHTI NEWS,HINDI,WEEKLY,MODI NAGAR,0,0,"4,865"
25,5664.0,GOPAL TIMES,HINDI,WEEKLY,MODI NAGAR,0,"5,616","3,507"
26,5665.0,JAINU TMES,HINDI,WEEKLY,MODI NAGAR,0,0,"4,865"
27,5666.0,JEWELLERY BHAVISHYA,HINDI,WEEKLY,MODI NAGAR,0,"3,893","4,865"
28,5667.0,MODINAGAR BULLETIN,HINDI,WEEKLY,MODI NAGAR,0,"7,786","4,865"
29,5668.0,MODINAGAR SAPTAHIK,HINDI,WEEKLY,MODI NAGAR,0,"5,616","3,507"
30,5669.0,PRAKH PRAVAH,HINDI,WEEKLY,MODI NAGAR,0,0,"4,865"
31,5670.0,RUHELA TIMES,HINDI,WEEKLY,MODI NAGAR,0,"5,616",0
32,5671.0,SABARMATI,HINDI,WEEKLY,MODI NAGAR,0,"5,616","3,507"
33,5672.0,SEARCH OUT,HINDI,WEEKLY,MODI NAGAR,0,0,"4,865"
34,5673.0,SUKHAD KIRAN,HINDI,WEEKLY,MODI NAGAR,0,"3,893",0
35,5674.0,U.P.DOT COM,HINDI,WEEKLY,MODI NAGAR,0,"7,786","4,865"
36,5675.0,UMAS PEEDA,HINDI,WEEKLY,MODI NAGAR,0,"3,893",0
37,5676.0,VIJAY PRATEEK,HINDI,WEEKLY,MODI NAGAR,0,"7,786","4,865"
38,5677.0,GAON GIRAW,HINDI,DAILY(M),MUGHALSARAI,"50,749","26,755","4,541"
39,5678.0,AMAR UJALA,HINDI,DAILY(M),MURADABAD,"5,256,998","3,122,183","783,112"
40,5679.0,CHAWTHA SUTOON,URDU,DAILY(M),MURADABAD,0,"39,239","28,608"
41,5680.0,DAINIK JAGRAN,HINDI,DAILY(M),MURADABAD,"2,752,297","2,217,942","645,649"
42,5681.0,HINDUSTAN,HINDI,DAILY(M),MURADABAD,"2,945,676","1,428,840","442,011"
43,5682.0,HUKOOMAT EXPRESS,URDU,DAILY(E),MURADABAD,"192,836","148,462","23,694"
44,5683.0,HUKOOMAT EXPRESS,HINDI,FORTNIGHTLY,MURADABAD,0,"10,348","6,467"
45,5684.0,HUKOOMAT EXPRESS,HINDI,DAILY(M),MURADABAD,"129,346","151,673","31,337"
46,5685.0,INQUILAB,URDU,DAILY(M),MURADABAD,"509,120","510,497","104,591"
47,5686.0,JAI JAI BAJRANG BALI,HINDI,WEEKLY,MURADABAD,0,"7,786","4,865"
48,5687.0,KAHAN SUNAN,URDU,WEEKLY,MURADABAD,0,"10,348","6,467"
49,5688.0,KAHAN SUNAN,URDU,FORTNIGHTLY,MURADABAD,0,"10,348","6,467"
50,5689.0,KAM KISKA HAI,HINDI,WEEKLY,MURADABAD,0,"10,348","6,467"
51,5690.0,KAM KISKA HAI,URDU,FORTNIGHTLY,MURADABAD,0,"10,348","6,467"
52,5691.0,KAMJOR KI PUKAR,HINDI,WEEKLY,MURADABAD,0,"7,786","4,865"
53,5692.0,MORADABAD JWALA,HINDI,FORTNIGHTLY,MURADABAD,0,"2,808","4,865"
54,5693.0,QAUMI NUMAINDGI,URDU,DAILY EXCEPTSUNDAY,MURADABAD,"22,475",0,0
55,5694.0,RABTA TIMES,URDU,DAILY(M),MURADABAD,"122,592","392,564","254,358"
56,5695.0,SAB PE NAJAR,HINDI,WEEKLY,MURADABAD,0,"6,739",0
57,5696.0,SAROHA BULLETIN,HINDI,DAILY(M),MURADABAD,"244,880","326,502","43,134"
58,5697.0,SHAH TIMES,HINDI,DAILY(M),MURADABAD,"250,678","293,703","138,384"
59,5698.0,SHEETAL GROUP SAMVADKESARI,HINDI,DAILY(M),MURADABAD,"42,404","202,985","86,840"
60,5699.0,TUMUL TOOFANI,HINDI,WEEKLY,MURADABAD,0,0,"3,507"
61,5700.0,UTTAR KESARI,HINDI,DAILY(M),MURADABAD,"195,533","102,668","6,143"
62,5701.0,VIDHAN KESARI,HINDI,DAILY(M),MURADABAD,"41,460","154,871","9,413"
63,5702.0,YUGBANDHU,HINDI,DAILY(E),MURADABAD,"466,269","402,592","93,699"
0,5704.0,ADHYATAM JAGAT,HINDI,WEEKLY,MUZAFARNAGAR,0,"7,786","4,865"
1,5705.0,AKSHAY SAMACHAR,HINDI,WEEKLY,MUZAFARNAGAR,0,"7,786","4,865"
2,5706.0,AZIZ BHARAT,HINDI,WEEKLY,MUZAFARNAGAR,0,"10,348","6,467"
3,5707.0,BAR AUR BENCH,HINDI,WEEKLY,MUZAFARNAGAR,0,"7,786","4,865"
4,5708.0,BAROOD BANI KALAM,HINDI,WEEKLY,MUZAFARNAGAR,0,"7,786","4,865"
5,5709.0,BHASKAR CHETANA,HINDI,WEEKLY,MUZAFARNAGAR,0,"7,789","6,467"
6,5710.0,DIVYA PRABHAT,HINDI,WEEKLY,MUZAFARNAGAR,0,"6,496","6,467"
7,5711.0,FRIENDS REPORTER,HINDI,WEEKLY,MUZAFARNAGAR,0,"7,786","4,865"
8,5712.0,INDIA IN INDIA,HINDI,WEEKLY,MUZAFARNAGAR,0,"7,786","4,865"
9,5713.0,JURM KA DARPAN,HINDI,WEEKLY,MUZAFARNAGAR,0,"7,786","4,865"
10,5714.0,MUZAFFARNAGAR REPORTER,HINDI,WEEKLY,MUZAFARNAGAR,0,"10,348","6,467"
11,5715.0,MUZAFFARNAGAR UJALA,HINDI,DAILY(M),MUZAFARNAGAR,"4,587","39,578","6,143"
12,5716.0,MUZAMMIL DARPAN,HINDI,WEEKLY,MUZAFARNAGAR,0,"7,786","4,865"
13,5717.0,NANHIN DUNIYA KI SHAAN,HINDI,WEEKLY,MUZAFARNAGAR,0,"5,616","3,507"
14,5718.0,NAYAN JAGRATI,HINDI,DAILY(M),MUZAFARNAGAR,"60,270","140,494","28,366"
15,5719.0,RAMALA TIMES,HINDI,WEEKLY,MUZAFARNAGAR,0,"7,786","4,865"
16,5720.0,ROJANA,HINDI,DAILY(M),MUZAFARNAGAR,"1,673,311","1,086,309","472,654"
17,5721.0,SAMAYA KI DHARANA,HINDI,WEEKLY,MUZAFARNAGAR,0,"7,786","4,865"
18,5722.0,SIYASAT NAMA,URDU,DAILY(M),MUZAFARNAGAR,0,"278,558","100,591"
19,5723.0,SPECIAL COVERAGE,HINDI,WEEKLY,MUZAFARNAGAR,0,"7,786","4,865"
20,5724.0,STATE POST,HINDI,WEEKLY,MUZAFARNAGAR,0,0,"4,865"
21,5725.0,VIRESH TIMES,HINDI,WEEKLY,MUZAFARNAGAR,0,"7,786","4,865"
22,5726.0,CHAUGAMA KI AWAZ,HINDI,DAILY(M),MUZAFFARNAGAR,"83,026","358,529","102,597"
23,5727.0,HIND DARSHAN,HINDI,WEEKLY,MUZAFFARNAGAR,0,"9,343","4,865"
24,5728.0,JAG CHARCHA TIMES,URDU,DAILY(M),MUZAFFARNAGAR,"122,872","220,858","71,450"
25,5729.0,MEDIA INSPECTOR,HINDI,WEEKLY,MUZAFFARNAGAR,0,"7,786","4,865"
26,5730.0,MUDGAL TIMES,HINDI,DAILY(M),MUZAFFARNAGAR,"350,643","727,938","340,623"
27,5731.0,MUZAFFARNAGAR BULLETIN,HINDI,DAILY(M),MUZAFFARNAGAR,0,0,"10,939"
28,5732.0,P K TIMES,HINDI,WEEKLY,MUZAFFARNAGAR,0,"7,786","6,467"
29,5733.0,PASHCHIMANCHAL DARSHAN,HINDI,DAILY(M),MUZAFFARNAGAR,"15,892","33,606","8,853"
30,5734.0,ROYAL BULLETIN,HINDI,DAILY(M),MUZAFFARNAGAR,"2,980,806","2,676,825","494,414"
31,5735.0,SHAH TIMES,HINDI,DAILY(M),MUZAFFARNAGAR,"261,200","223,047","137,291"
32,5736.0,AAJ KA MUDDA,HINDI,DAILY(M),NOIDA,"41,460",0,0
33,5737.0,AMBE BHARATI,HINDI,WEEKLY,NOIDA,0,"10,348",0
34,5738.0,CHANDRAHAR TIMES,HINDI,DAILY(M),NOIDA,"153,528","122,914","13,723"
35,5739.0,CHAUGAMA KI AWAZ,HINDI,DAILY(M),NOIDA,"16,731","80,975","18,189"
36,5740.0,CHETNA MANCH,HINDI,DAILY(E),NOIDA,"222,619","614,907","492,273"
37,5741.0,DAINIK BHASKAR,HINDI,DAILY(M),NOIDA,"1,303,672","2,627,375","622,120"
38,5742.0,EAST INDIA,HINDI,WEEKLY,NOIDA,0,"10,348",0
39,5743.0,GAURAV MANCH,HINDI,WEEKLY,NOIDA,0,"5,174",0
40,5744.0,HAMARA METRO,HINDI,DAILY(M),NOIDA,"45,834",0,0
41,5745.0,HIND ATMA,HINDI,WEEKLY,NOIDA,0,"15,571","4,865"
42,5746.0,HIND KI ZAMEEN,HINDI,MONTHLY,NOIDA,0,0,"12,803"
43,5747.0,HIND KI ZAMEEN,HINDI,DAILY(M),NOIDA,"148,716","152,767","53,018"
44,5748.0,HINDUSTAN EXPRESS,ENGLISH,DAILY(M),NOIDA,"836,421","319,253","57,840"
45,5749.0,INQUILAB,URDU,DAILY(M),NOIDA,"269,285","229,056","45,248"
46,5750.0,JAIHIND JANAB,HINDI,DAILY(M),NOIDA,"233,866","140,918","19,195"
47,5751.0,JAN PRASOON,HINDI,WEEKLY,NOIDA,0,"12,418",0
48,5752.0,JAN PRAVAD,HINDI,DAILY(M),NOIDA,"610,815","62,515","3,183"
49,5753.0,KALRAV,HINDI,MONTHLY,NOIDA,0,"10,422","4,756"
50,5754.0,NEWS PRAHARI,HINDI,WEEKLY,NOIDA,0,"10,348",0
51,5755.0,NOIDA KING,HINDI,WEEKLY,NOIDA,0,"7,786","4,865"
52,5756.0,PAINI KHABAR,HINDI,DAILY(M),NOIDA,0,0,"4,541"
53,5757.0,PARADISE,HINDI,WEEKLY,NOIDA,0,"10,348",0
54,5758.0,PRADEEP JYOTI,HINDI,FORTNIGHTLY,NOIDA,0,"7,786","4,865"
55,5759.0,PRADEEP JYOTI,HINDI,WEEKLY,NOIDA,0,"7,786","4,865"
56,5760.0,PRATIK CHINH,HINDI,DAILY(M),NOIDA,"31,235","31,279",0
57,5761.0,RASHTRIYA UJALA,HINDI,DAILY(M),NOIDA,"252,302","640,559","105,574"
58,5762.0,ROYAL BULLETIN,HINDI,DAILY(M),NOIDA,"424,082","389,357","36,573"
59,5763.0,SACH KAHOON,HINDI,DAILY(M),NOIDA,"35,029","61,516","9,413"
60,5764.0,SAI MEDIA,HINDI,DAILY(M),NOIDA,0,0,"6,143"
61,5765.0,SAMAY BHASKAR,HINDI,DAILY(M),NOIDA,"152,044","79,740","27,523"
62,5766.0,SATTA BANDHU,HINDI,MONTHLY,NOIDA,0,"8,302","5,189"
63,5767.0,SECULAR BHARAT,HINDI,WEEKLY,NOIDA,"30,336","15,421","6,467"
0,5769.0,STAR SAVERA,URDU,DAILY(M),NOIDA,"56,388","267,085","28,608"
1,5770.0,TENDER DETECTIVE,URDU,WEEKLY,NOIDA,0,"10,348","6,467"
2,5771.0,UTTAR PRAHARI,HINDI,DAILY(M),NOIDA,"438,295","1,372,422","86,218"
3,5772.0,VARTAMAN ANKUR,HINDI,DAILY(M),NOIDA,"149,956",0,0
4,5773.0,VARTMAN SATTA,HINDI,DAILY(M),NOIDA,0,"31,212","6,143"
5,5774.0,AGNICHARAN,HINDI,DAILY(M),ORAI,"192,569","737,196","203,535"
6,5775.0,BAHELIYA,HINDI,WEEKLY,ORAI,0,"7,786","4,865"
7,5776.0,GHAR GHAR KI LAAJ,HINDI,WEEKLY,ORAI,0,"10,348","6,467"
8,5777.0,KARMYUG PRAKASH,HINDI,DAILY(M),ORAI,"224,283","251,619","43,409"
9,5778.0,RASHTRIYA AVTAR,HINDI,DAILY(M),PADRAUNA,"44,786","104,822","6,143"
10,5779.0,TALASHE WATAN,HINDI,WEEKLY,PADRAUNA,0,"10,348","8,120"
11,5780.0,PIHANI TIMES,URDU,WEEKLY,PIHANI (HARDOI),0,"7,789",0
12,5781.0,ARZ-O-SAMA,URDU,DAILY(M),PILIBHIT,"111,534","108,687","18,670"
13,5782.0,BOBBY,URDU,MONTHLY,PILIBHIT,0,"13,728","8,579"
14,5783.0,JAN VISHWASH,HINDI,DAILY(M),PILIBHIT,0,"150,929","38,390"
15,5784.0,NIKHAT-E-PILIBHIT,HINDI,WEEKLY,PILIBHIT,0,"7,786","4,865"
16,5785.0,PILIBHIT DARPAN,HINDI,MONTHLY,PILIBHIT,0,"13,728","8,579"
17,5786.0,PILIBHIT GATHA,HINDI,WEEKLY,PILIBHIT,0,"10,348","6,467"
18,5787.0,PILIBHIT SAMAJ,HINDI,WEEKLY,PILIBHIT,0,"10,348","6,467"
19,5788.0,WAQE-AT-E-HIND,URDU,WEEKLY,PILIBHIT,0,"10,348","6,467"
20,5789.0,ZAMEER KI AWAZ,HINDI,WEEKLY,PILIBHIT,0,"7,786","4,865"
21,5790.0,AMIT MAIL,HINDI,DAILY(M),PRATAPGARH,"422,799","220,283","27,961"
22,5791.0,AMIT MAIL,HINDI,WEEKLY,PRATAPGARH,0,"10,348","6,467"
23,5792.0,AMRIT VAN,HINDI,DAILY(M),PRATAPGARH,"300,538","100,728","6,143"
24,5793.0,BAHAR-E-PRATAPGARH,HINDI,WEEKLY,PRATAPGARH,0,0,"4,865"
25,5794.0,BRIJ VIMLA WANI,HINDI,WEEKLY,PRATAPGARH,0,"10,348","6,467"
26,5795.0,DAWAT TIMES,URDU,DAILY(M),PRATAPGARH,0,"6,143","18,670"
27,5796.0,ELECTRIC BULLETIN,HINDI,MONTHLY,PRATAPGARH,0,"10,032",0
28,5797.0,HAMARI YASHOBHUMI,HINDI,WEEKLY,PRATAPGARH,0,0,"6,467"
29,5798.0,HARMAIN TIMES,URDU,DAILY(M),PRATAPGARH,0,0,"13,801"
30,5799.0,KARB,URDU,WEEKLY,PRATAPGARH,0,"5,174",0
31,5800.0,LOK MITRA,HINDI,DAILY(M),PRATAPGARH,"472,813","306,333","223,998"
32,5801.0,NEWS STANDARD,HINDI,WEEKLY,PRATAPGARH,0,"10,348","6,467"
33,5802.0,OJASVI BHARAT,HINDI,FORTNIGHTLY,PRATAPGARH,"10,247","10,348",0
34,5803.0,SADA E MAZLOOM,URDU,DAILY(M),PRATAPGARH,0,"67,551","13,801"
35,5804.0,AADIKAAL,HINDI,DAILY(M),RAEBARELI,0,"248,708","127,694"
36,5805.0,AADIKAAL,HINDI,WEEKLY,RAEBARELI,0,"7,789",0
37,5806.0,ANAND TIMES,HINDI,DAILY(M),RAEBARELI,0,"6,143","6,143"
38,5807.0,BAHUJAN INDIA,HINDI,WEEKLY,RAEBARELI,0,0,"6,467"
39,5808.0,CHANDRIKA VIKAS,HINDI,WEEKLY,RAEBARELI,0,"10,348","9,837"
40,5809.0,COVER DRIVE,HINDI,DAILY(M),RAEBARELI,0,0,"6,143"
41,5810.0,DAILY  BAISWARA TIMES,HINDI,DAILY(E),RAEBARELI,0,"12,612","34,184"
42,5811.0,DESH KALYAN,HINDI,WEEKLY,RAEBARELI,0,0,"6,467"
43,5812.0,DISERA TIMES,HINDI,WEEKLY,RAEBARELI,0,"10,348","6,467"
44,5813.0,HELLO INDIA,HINDI,DAILY(M),RAEBARELI,"11,735","186,492","8,853"
45,5814.0,HELLO INDIA,HINDI,FORTNIGHTLY,RAEBARELI,0,0,"6,467"
46,5815.0,HELLO INDIA,HINDI,WEEKLY,RAEBARELI,0,0,"6,467"
47,5816.0,HELLO NEWS,HINDI,DAILY(M),RAEBARELI,0,"6,143","6,143"
48,5817.0,NAVSATTA,URDU,DAILY(M),RAEBARELI,"16,851",0,0
49,5818.0,NAVSATTA,HINDI,DAILY(M),RAEBARELI,"136,782","87,119","13,723"
50,5819.0,NAYAK,HINDI,WEEKLY,RAEBARELI,0,"7,789",0
51,5820.0,PALLAVIT SHAKTI,HINDI,WEEKLY,RAEBARELI,0,"7,786","4,865"
52,5821.0,QAUMI AILAN,URDU,DAILY(M),RAEBARELI,0,0,"9,673"
53,5822.0,ROSHAN LAHRI,HINDI,WEEKLY,RAEBARELI,0,"6,496","13,077"
54,5823.0,ROSHAN LEHARI,URDU,DAILY(M),RAEBARELI,0,"68,210","31,337"
55,5824.0,ROYAL NEWS OF RAJDHANI,HINDI,DAILY(M),RAEBARELI,0,"6,143","12,166"
56,5825.0,SAHITYAKAR KALYAN PARISHAD,HINDI,MONTHLY,RAEBARELI,0,"6,864",0
57,5826.0,SRISHTI SANKAT,HINDI,WEEKLY,RAEBARELI,0,"10,348","6,467"
58,5827.0,SUKHAD JYOTI,HINDI,WEEKLY,RAEBARELI,0,"10,348","6,467"
59,5828.0,UNIVERSITY STUDENT EXPRESS,HINDI,DAILY(M),RAEBARELI,"63,072",0,0
60,5829.0,VISHWAKETU,HINDI,WEEKLY,RAEBARELI,0,"6,496","6,467"
61,5830.0,YUG PRAYAN,HINDI,WEEKLY,RAEBARELI,0,"7,789",0
62,5831.0,DISHERA TIMES,HINDI,DAILY(M),RAIBAREILLY,"131,158","330,118","108,706"
63,5832.0,SARA SAMAY,HINDI,WEEKLY,RAIBAREILLY,0,"6,496","6,467"
0,5834.0,AGHAZ-E-NAU,URDU,WEEKLY,RAMPUR,0,0,"4,865"
1,5835.0,ALL INDIA EDUCATIONSAMACHAR,HINDI,FORTNIGHTLY,RAMPUR,0,"10,348","6,467"
2,5836.0,ANMOL JAUHAR,HINDI,WEEKLY,RAMPUR,0,"7,786",0
3,5837.0,PREM SAHARA INDIA,HINDI,WEEKLY,RAMPUR,0,"10,348","6,467"
4,5838.0,SWATANTRA BHARAT SATTA,HINDI,WEEKLY,RAMPUR,0,0,"3,507"
5,5839.0,AMAN-E-MULQ,URDU,DAILY(M),SAHARANPUR,0,"4,541","13,801"
6,5840.0,AMAR CHINGARI,HINDI,DAILY(M),SAHARANPUR,"118,965","247,402","59,024"
7,5841.0,AVADHNAMA,URDU,DAILY(M),SAHARANPUR,0,"6,143","22,284"
8,5842.0,BE-RANG SAMAJ,HINDI,WEEKLY,SAHARANPUR,0,"7,786","4,865"
9,5843.0,BHARAT RATAN KESRI,HINDI,WEEKLY,SAHARANPUR,0,"7,786","6,467"
10,5844.0,DAINIK HAWK,HINDI,DAILY(M),SAHARANPUR,"1,456,368","857,523","283,918"
11,5845.0,DESH DULARA,HINDI,WEEKLY,SAHARANPUR,0,"7,786","4,865"
12,5846.0,DESH DULARA,HINDI,DAILY(M),SAHARANPUR,0,"23,673","6,143"
13,5847.0,HINDUSTAN EXPRESS,ENGLISH,DAILY(M),SAHARANPUR,"41,559","454,946","79,650"
14,5848.0,INQUILAB,URDU,DAILY(M),SAHARANPUR,"780,214","571,525","73,558"
15,5849.0,JANANI JANMA BHUMISHCHA,HINDI,WEEKLY,SAHARANPUR,0,"7,786","4,865"
16,5850.0,KALYUG DARPAN,URDU,DAILY(M),SAHARANPUR,"15,227","194,066","34,145"
17,5851.0,KALYUG DARPAN,HINDI,DAILY(M),SAHARANPUR,"243,058","470,633","128,691"
18,5852.0,MANAV AWAZ,HINDI,WEEKLY,SAHARANPUR,0,"5,616","4,865"
19,5853.0,MANAV JAGAT,HINDI,DAILY(E),SAHARANPUR,0,"102,785","128,390"
20,5854.0,MANISH TIMES,HINDI,DAILY(M),SAHARANPUR,"120,688","186,524","120,569"
21,5855.0,NITYA SUBHA,HINDI,WEEKLY,SAHARANPUR,0,"7,786","4,865"
22,5856.0,PRADHAN TIMES,HINDI,DAILY(M),SAHARANPUR,"44,672",0,0
23,5857.0,PREM VAANI,HINDI,WEEKLY,SAHARANPUR,0,"7,786","4,865"
24,5858.0,SAHARANPUR BULLETIN,HINDI,WEEKLY,SAHARANPUR,0,"7,786","4,865"
25,5859.0,SAMAJ KI KALAM,HINDI,WEEKLY,SAHARANPUR,0,"7,786","6,467"
26,5860.0,SAMAJIK AKROSH,HINDI,FORTNIGHTLY,SAHARANPUR,0,"5,616",0
27,5861.0,SAMRA NEWS,HINDI,WEEKLY,SAHARANPUR,0,"7,786","4,865"
28,5862.0,SAROHA BULLETIN,HINDI,DAILY(M),SAHARANPUR,"372,261","408,507","17,165"
29,5863.0,SHAKTI PUSHP,HINDI,WEEKLY,SAHARANPUR,0,"7,786","4,865"
30,5864.0,THE HAWK,ENGLISH,DAILY(M),SAHARANPUR,"384,201","281,299","115,904"
31,5865.0,VISHWA MANAV,HINDI,DAILY(M),SAHARANPUR,"443,369","1,609,907","508,153"
32,5866.0,DEEDAR E MULK,URDU,DAILY(M),SANT KABIR NAGAR,0,"110,584","18,670"
33,5867.0,GAON GIRAW,HINDI,DAILY(M),SANT RAVIDASNAGAR,"19,050","20,783","3,183"
34,5868.0,YUG PRAVARTAK TIMES,HINDI,DAILY(M),SANT RAVIDAS NGAR,"118,876","19,181","4,541"
35,5869.0,SAMDARSHI,HINDI,DAILY(M),SANTKABIR NAGAR,"31,342","78,832","12,166"
36,5870.0,BUDAUN AMAR PRABHAT,HINDI,DAILY(M),SHAHJAHANPUR,"98,632","234,089","4,541"
37,5871.0,KANOON KE SAUDAGAR,HINDI,WEEKLY,SHAHJAHANPUR,0,"7,789",0
38,5872.0,PIHANI TIMES,URDU,DAILY(M),SHAHJAHANPUR,0,0,"13,801"
39,5873.0,SANCHAR PRAKASH,URDU,DAILY(M),SHAHJAHANPUR,"355,088","486,022","44,332"
40,5874.0,SANDAULI TIMES,HINDI,DAILY(M),SHAHJAHANPUR,0,"12,166","43,033"
41,5875.0,SHAHI DAUR,HINDI,WEEKLY,SHAHJAHANPUR,0,"7,786","4,865"
42,5876.0,SHEKHAR TIMES,HINDI,DAILY(M),SHAHJAHANPUR,"149,020","268,185","28,326"
43,5877.0,APAAR BHARAT SHAKTI,URDU,DAILY(M),SHAMLI,"62,930","50,175","24,813"
44,5878.0,APAR BHARAT SHAKTI,HINDI,WEEKLY,SHAMLI,0,"7,786","4,865"
45,5879.0,APAR BHARAT SHAKTI,HINDI,FORTNIGHTLY,SHAMLI,0,"7,786","4,865"
46,5880.0,HARIT SHAKTI,HINDI,DAILY(M),SHAMLI,"76,461","143,778","9,757"
47,5881.0,KHOJI SAMRAT,HINDI,WEEKLY,SHAMLI,0,"7,786","4,865"
48,5882.0,NAVCHETAN SATYABHASH,HINDI,DAILY(M),SHAMLI,"6,422","36,194","25,319"
49,5883.0,PURAB PASCHIM JYOTI,HINDI,DAILY(M),SHAMLI,"24,091","253,089","62,667"
50,5884.0,BHINGA TIMES,HINDI,DAILY(M),SHRABASTI,"29,475","151,727","37,010"
51,5885.0,SARKAR KI UPALABDHIYA,HINDI,WEEKLY,SHRABASTI,0,"7,786","4,865"
52,5886.0,BUDHA KA SANDESH,HINDI,WEEKLY,SIDDHARTH NAGAR,0,"11,726","6,467"
53,5887.0,CITY KI AAWAZ,HINDI,WEEKLY,SIDDHARTH NAGAR,0,"7,786","8,120"
54,5888.0,GORAKHPUR KESARI,HINDI,DAILY(M),SIDDHARTH NAGAR,"2,890","19,456","13,723"
55,5889.0,GORAKHPUR MAIL,HINDI,DAILY(M),SIDDHARTH NAGAR,0,0,"4,541"
56,5890.0,PAIGAM E SIDDHARTH,URDU,DAILY(M),SIDDHARTH NAGAR,0,"20,687","24,693"
57,5891.0,QAUMI RAFTAR,URDU,DAILY(M),SIDDHARTH NAGAR,"84,702","99,165","41,071"
58,5892.0,SATYANSH TIMES,HINDI,WEEKLY,SIDDHARTH NAGAR,0,"7,786","6,467"
59,5893.0,ABHAY VICHAR,HINDI,WEEKLY,SITAPUR,0,"10,348","6,467"
60,5894.0,ANMOL GHARI,URDU,DAILY(M),SITAPUR,"125,302","97,791","18,670"
61,5895.0,BARKAT NAMA,URDU,DAILY(M),SITAPUR,0,0,"6,143"
0,5897.0,DADHICHI,HINDI,WEEKLY,SITAPUR,0,"6,496",0
1,5898.0,DESH KI ROSHANI,HINDI,DAILY(E),SITAPUR,0,"41,904","17,198"
2,5899.0,DILARAM,HINDI,DAILY(M),SITAPUR,0,0,"4,541"
3,5900.0,HAMARI URDU JABAN,URDU,DAILY(M),SITAPUR,"12,350","20,783","18,670"
4,5901.0,HAMARI URDU JABAN,URDU,WEEKLY,SITAPUR,0,"7,786","4,865"
5,5902.0,NAIMISH KRANTI,HINDI,WEEKLY,SITAPUR,0,"10,348","6,467"
6,5903.0,PANCH PATH,URDU,DAILY(M),SITAPUR,0,"11,055","18,670"
7,5904.0,PRATIPAL SANVAD,HINDI,DAILY(E),SITAPUR,"12,350","19,181","4,541"
8,5905.0,ROSHAN LEHARI,URDU,DAILY(M),SITAPUR,0,"6,143","27,403"
9,5906.0,SITAPUR KI ROSHNI,HINDI,WEEKLY,SITAPUR,0,"10,348","6,467"
10,5907.0,SUMAN SARITA TIMES,HINDI,WEEKLY,SITAPUR,0,"10,348","6,467"
11,5908.0,VYAS BHARATI,HINDI,DAILY(M),SITAPUR,"18,920","20,783","7,212"
12,5909.0,ZAMIRE AWADH ZADID,URDU,DAILY(M),SITAPUR,0,0,"22,284"
13,5910.0,SURAT SHABD ABHYAS,HINDI,WEEKLY,SIYANA,0,"10,348",0
14,5911.0,VISHAL VISHVA MANAV,HINDI,WEEKLY,SIYANA,0,"10,348","4,865"
15,5912.0,VISHAL VISHVA MANAV,HINDI,DAILY(E),SIYANA,"242,915","145,919","15,592"
16,5913.0,GAON GIRAW,HINDI,DAILY(M),SONBHADRA,"62,686","30,716","6,143"
17,5914.0,KOOT CHAKRA,HINDI,WEEKLY,SONBHADRA,0,"3,893","4,865"
18,5915.0,SAPTRATAN,HINDI,DAILY(M),SONBHADRA,"439,157","254,150","82,116"
